UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,136657.0,0.009680642,False,False,False,False,0,False
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,136658.0,0.004938372,False,False,False,False,0,False
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,136659.0,0.008578462,False,False,False,False,0,False
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,136660.0,0.011894715,False,False,False,False,0,False
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,136661.0,0.018493825,False,False,False,False,0,False
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,136662.0,0.035365288,False,False,False,False,0,False
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,136663.0,0.006552915,False,False,False,False,0,False
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,136664.0,0.066805712,False,False,False,False,0,False
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,136665.0,0.004913492,False,False,False,False,0,False
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,136666.0,0.005454727,False,False,False,False,0,False
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,136667.0,0.119207956,False,False,False,False,0,False
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,136668.0,0.005460069,False,False,False,False,0,False
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,136669.0,0.025928269,False,False,False,False,0,False
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,136670.0,0.00821296,False,False,False,False,0,False
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,136671.0,0.004048318,False,False,False,False,0,False
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,136672.0,0.03126367,False,False,False,False,0,False
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,136673.0,0.027367996,False,False,False,False,0,False
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,136674.0,0.004416117,False,False,False,False,0,False
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,136675.0,0.007161373,False,False,False,False,0,False
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,136676.0,0.015146214,False,False,False,False,0,False
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,136677.0,0.008377585,False,False,False,False,0,False
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,136678.0,0.006146495,False,False,False,False,0,False
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,136679.0,0.004880995,False,False,False,False,0,False
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,136680.0,0.010252035,False,False,False,False,0,False
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,136681.0,0.004707353,False,False,False,False,0,False
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,136682.0,0.004745229,False,False,False,False,0,False
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,136683.0,0.004594404,False,False,False,False,0,False
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,136684.0,0.066772499,False,False,False,False,0,False
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,136685.0,0.041744739,False,False,False,False,0,False
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,136686.0,0.008328514,False,False,False,False,0,False
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,136687.0,0.008878996,False,False,False,False,0,False
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,136688.0,0.009849836,False,False,False,False,0,False
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,136689.0,0.017634964,False,False,False,False,0,False
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,136690.0,0.171481601,False,False,False,False,0,False
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,136691.0,0.14506493,False,False,False,False,0,False
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,136692.0,0.007473557,False,False,False,False,0,False
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,136693.0,0.004206843,False,False,False,False,0,False
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,136694.0,0.004553617,False,False,False,False,0,False
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,136695.0,0.003896574,False,False,False,False,0,False
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,136696.0,0.006799896,False,False,False,False,0,False
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,136697.0,0.004923,False,False,False,False,0,False
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,136698.0,0.012641464,False,False,False,False,0,False
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,136699.0,0.008864603,False,False,False,False,0,False
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,136700.0,0.077827249,False,False,False,False,0,False
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,136701.0,0.004765367,False,False,False,False,0,False
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,136702.0,0.00639833,False,False,False,False,0,False
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,136703.0,0.026566205,False,False,False,False,0,False
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,136704.0,0.004199466,False,False,False,False,0,False
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,136705.0,0.004633195,False,False,False,False,0,False
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,136706.0,0.004472466,False,False,False,False,0,False
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,136707.0,0.00581576,False,False,False,False,0,False
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,136708.0,0.01396452,False,False,False,False,0,False
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,136709.0,0.01914954,False,False,False,False,0,False
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,136710.0,0.004822402,False,False,False,False,0,False
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,136711.0,0.004586672,False,False,False,False,0,False
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,136712.0,0.019637232,False,False,False,False,0,False
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,136713.0,0.010920298,False,False,False,False,0,False
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,136714.0,0.019574488,False,False,False,False,0,False
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,136715.0,0.017443056,False,False,False,False,0,False
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,136716.0,0.006934717,False,False,False,False,0,False
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,136717.0,0.052573808,False,False,False,False,0,False
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,136718.0,0.088325,False,False,False,False,0,False
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,136719.0,0.023493007,False,False,False,False,0,False
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,136720.0,0.006721706,False,False,False,False,0,False
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,136721.0,0.008465165,False,False,False,False,0,False
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,136722.0,0.004681322,False,False,False,False,0,False
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,136723.0,0.081244197,False,False,False,False,0,False
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,136724.0,0.004681717,False,False,False,False,0,False
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,136725.0,0.005987715,False,False,False,False,0,False
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,136726.0,0.00475847,False,False,False,False,0,False
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,136727.0,0.02819896,False,False,False,False,0,False
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,136728.0,0.004738726,False,False,False,False,0,False
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,136729.0,0.006419682,False,False,False,False,0,False
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,136730.0,0.009075797,False,False,False,False,0,False
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,136731.0,0.030727511,False,False,False,False,0,False
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,136732.0,0.007973364,False,False,False,False,0,False
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,136733.0,0.003337931,False,False,False,False,0,False
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,136734.0,0.004586891,False,False,False,False,0,False
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,136735.0,0.004829241,False,False,False,False,0,False
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,136736.0,0.00661692,False,False,False,False,0,False
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,136737.0,0.005244844,False,False,False,False,0,False
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,136738.0,0.00684891,False,False,False,False,0,False
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,136739.0,0.039745603,False,False,False,False,0,False
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,136740.0,0.011416601,False,False,False,False,0,False
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,136741.0,0.096975286,False,False,False,False,0,False
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,136742.0,0.036318956,False,False,False,False,0,False
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,136743.0,0.004772485,False,False,False,False,0,False
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,136744.0,0.018221092,False,False,False,False,0,False
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,136745.0,0.01297767,False,False,False,False,0,False
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,136746.0,0.005226372,False,False,False,False,0,False
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,136747.0,0.003924784,False,False,False,False,0,False
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,136748.0,0.004463503,False,False,False,False,0,False
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,136749.0,0.004256264,False,False,False,False,0,False
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,136750.0,0.009145472,False,False,False,False,0,False
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,136751.0,0.005721042,False,False,False,False,0,False
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,136752.0,0.005315261,False,False,False,False,0,False
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,136753.0,0.016436949,False,False,False,False,0,False
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,136754.0,0.010699118,False,False,False,False,0,False
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,136755.0,0.039493787,False,False,False,False,0,False
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,136756.0,0.06111273,False,False,False,False,0,False
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,136757.0,0.017589667,False,False,False,False,0,False
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,136758.0,0.005587701,False,False,False,False,0,False
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,136759.0,0.006021199,False,False,False,False,0,False
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,136760.0,0.005394601,False,False,False,False,0,False
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,136761.0,0.004523265,False,False,False,False,0,False
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,136762.0,0.020820766,False,False,False,False,0,False
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,136763.0,0.004475476,False,False,False,False,0,False
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,136764.0,0.015481793,False,False,False,False,0,False
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,136765.0,0.009845501,False,False,False,False,0,False
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,136766.0,0.00911112,False,False,False,False,0,False
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,136767.0,0.012970316,False,False,False,False,0,False
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,136768.0,0.006133534,False,False,False,False,0,False
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,136769.0,0.011374104,False,False,False,False,0,False
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,136770.0,0.067543782,False,False,False,False,0,False
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,136771.0,0.005875513,False,False,False,False,0,False
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,136772.0,0.148147069,False,False,False,False,0,False
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,136773.0,0.004959688,False,False,False,False,0,False
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,136774.0,0.005760378,False,False,False,False,0,False
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,136775.0,0.0845916,False,False,False,False,0,False
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,136776.0,0.003591444,False,False,False,False,0,False
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,136777.0,0.005245603,False,False,False,False,0,False
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,136778.0,0.004849697,False,False,False,False,0,False
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,136779.0,0.004101501,False,False,False,False,0,False
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,136780.0,0.022119452,False,False,False,False,0,False
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,136781.0,0.037552097,False,False,False,False,0,False
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,136782.0,0.004849015,False,False,False,False,0,False
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,136783.0,0.004698019,False,False,False,False,0,False
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,136784.0,0.004626663,False,False,False,False,0,False
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,136785.0,0.008089649,False,False,False,False,0,False
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,136786.0,0.0049395,False,False,False,False,0,False
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,136787.0,0.01053762,False,False,False,False,0,False
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,136788.0,0.012399862,False,False,False,False,0,False
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,136789.0,0.003594739,False,False,False,False,0,False
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,136790.0,0.007870758,False,False,False,False,0,False
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,136791.0,0.003963339,False,False,False,False,0,False
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,136792.0,0.013508351,False,False,False,False,0,False
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,136793.0,0.008224464,False,False,False,False,0,False
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,136794.0,0.043744197,False,False,False,False,0,False
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,136795.0,0.00579044,False,False,False,False,0,False
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,136796.0,0.005978935,False,False,False,False,0,False
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,136797.0,0.005218016,False,False,False,False,0,False
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,136798.0,0.036510454,False,False,False,False,0,False
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,136799.0,0.005215467,False,False,False,False,0,False
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,136800.0,0.009624997,False,False,False,False,0,False
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,136801.0,0.005233768,False,False,False,False,0,False
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,136802.0,0.00564938,False,False,False,False,0,False
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,136803.0,0.013982035,False,False,False,False,0,False
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,136804.0,0.00559848,False,False,False,False,0,False
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,136805.0,0.00994596,False,False,False,False,0,False
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,136806.0,0.004025848,False,False,False,False,0,False
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,136807.0,0.035705494,False,False,False,False,0,False
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,136808.0,0.003808303,False,False,False,False,0,False
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,136809.0,0.004223455,False,False,False,False,0,False
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,136810.0,0.007719229,False,False,False,False,0,False
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,136811.0,0.013629751,False,False,False,False,0,False
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,136812.0,0.004193266,False,False,False,False,0,False
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,136813.0,0.068678719,False,False,False,False,0,False
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,136814.0,0.004975194,False,False,False,False,0,False
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,136815.0,0.005006691,False,False,False,False,0,False
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,136816.0,0.022460987,False,False,False,False,0,False
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,136817.0,0.004325761,False,False,False,False,0,False
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,136818.0,0.00874491,False,False,False,False,0,False
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,136819.0,0.013911198,False,False,False,False,0,False
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,136820.0,0.00425807,False,False,False,False,0,False
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,136821.0,0.009409015,False,False,False,False,0,False
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,136822.0,0.012680634,False,False,False,False,0,False
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,136823.0,0.008283101,False,False,False,False,0,False
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,136824.0,0.00437388,False,False,False,False,0,False
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,136825.0,0.008174925,False,False,False,False,0,False
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,136826.0,0.967756324,False,False,False,False,0,False
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,136827.0,0.006483926,False,False,False,False,0,False
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,136828.0,0.004368887,False,False,False,False,0,False
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,136829.0,0.010552952,False,False,False,False,0,False
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,136830.0,0.005074086,False,False,False,False,0,False
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,136831.0,0.004398449,False,False,False,False,0,False
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,136832.0,0.006754801,False,False,False,False,0,False
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,136833.0,0.006847399,False,False,False,False,0,False
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,136834.0,0.96462345,False,False,False,False,0,False
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,136835.0,0.044556225,False,False,False,False,0,False
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,136836.0,0.00502592,False,False,False,False,0,False
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,136837.0,0.00549753,False,False,False,False,0,False
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,136838.0,0.005819039,False,False,False,False,0,False
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,136839.0,0.005961697,False,False,False,False,0,False
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,136840.0,0.033629261,False,False,False,False,0,False
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,136841.0,0.013319888,False,False,False,False,0,False
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,136842.0,0.004537833,False,False,False,False,0,False
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,136843.0,0.004571518,False,False,False,False,0,False
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,136844.0,0.005083865,False,False,False,False,0,False
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,136845.0,0.011561578,False,False,False,False,0,False
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,136846.0,0.018539946,False,False,False,False,0,False
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,136847.0,0.004288741,False,False,False,False,0,False
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,136848.0,0.004347804,False,False,False,False,0,False
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,136849.0,0.004217193,False,False,False,False,0,False
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,136850.0,0.006475341,False,False,False,False,0,False
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,136851.0,0.005350445,False,False,False,False,0,False
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,136852.0,0.00839767,False,False,False,False,0,False
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,136853.0,0.008194906,False,False,False,False,0,False
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,136854.0,0.018773199,False,False,False,False,0,False
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,136855.0,0.005181381,False,False,False,False,0,False
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,136856.0,0.117018066,False,False,False,False,0,False
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,136857.0,0.011283638,False,False,False,False,0,False
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,136858.0,0.005378312,False,False,False,False,0,False
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,136859.0,0.004390732,False,False,False,False,0,False
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,136860.0,0.005667182,False,False,False,False,0,False
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,136861.0,0.005334127,False,False,False,False,0,False
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,136862.0,0.009232442,False,False,False,False,0,False
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,136863.0,0.004564325,False,False,False,False,0,False
